activity_id,client_code,service_week,service_cat,bill_total,currency_symbol,tech_initials,status_code,total_mins,parts_list,warranty_yn,follow_up,remarks,last_updated,rating
7965eed8-add7-471b-84af-0497f59d2138,d4c55883-48dd-42bb-accc-08ab12bbcfb9,2025-04-24,Repair,4677.1,INR,NKF,Completed,218,"PartA, PartB, PartD",0,0,zq6Ra95SvPOljam6gqybxeoStnp0ZZ,2025-08-31 11:35:29,3.6
cde2a8dd-35db-4e1f-a23b-057c02ce6fbc,bdc53f08-e8fc-4fbf-810d-7b9c155577aa,2024-10-22,Maintenance,2739.93,USD,GKP,Completed,178,"PartB, PartC",0,0,UnyLA46xegOoRvGHuaUfX404gdB32 ,2025-08-31 11:35:29,3.3
4ebb1500-e7c4-4155-94db-9c55721316d2,05e0781c-f8ba-4361-88ab-77a6700096b7,2025-08-10,Repair,2817.21,EUR,LQQ,Cancelled,237,"PartB, PartB",0,0,ntip MQLQZWROUxkRH7S5X39QVRqBu,2025-08-31 11:35:29,4.2
7387c82d-fbfe-40e6-979f-d2b25f820335,dcc4b79a-d623-4734-a11a-50ada1a381eb,2025-05-08,Repair,942.33,INR,OSL,Completed,389,"PartC, PartC, PartB",1,1,Ga0pm1eJteUhMW9uGFdrlOU 77c0X6,2025-08-31 11:35:29,2.0
597da00c-11bc-48f9-b890-97cd1f4cf958,884b6c27-40e8-4696-bd93-65f730e1936e,2025-08-04,Installation,1178.15,USD,YWA,Completed,120,"PartC, PartD",0,1,IhGLHnVBgzMhyeP7aIGH8esBfkGrI4,2025-08-31 11:35:29,4.4
c43d25db-45cb-490e-abc9-f7fbf8afac26,f9c99f93-6001-494e-b07d-d7e40a3f70e3,2025-04-16,Maintenance,836.66,INR,SVX,Completed,103,PartB,0,1,7b3PkKjPPulRwTX3RZdZZmcOn0nz3W,2025-08-31 11:35:29,2.7
7a8068c8-2a49-4eb2-b74a-6abec9820d9d,f132e587-afe7-450c-8db5-68d237d58055,2025-07-14,Inspection,1192.6,EUR,BKY,InProgress,466,,1,1,lF w3d271 vc6PmbVQay8EbLauIrRM,2025-08-31 11:35:29,4.4
148a9d18-436b-45c9-8572-1c7dc7d271b9,64a64a23-adff-4350-a697-357543c7876e,2024-09-03,Inspection,2655.32,INR,VNN,Completed,203,"PartB, PartD",0,0,PXoho8vlr8udQP92kz1B3GrI1mY6z7,2025-08-31 11:35:29,1.8
ab8e40c5-3d09-4e48-b91b-e04446711fa5,78f89f23-6409-4c32-891c-5a8974a25ad8,2024-09-20,Inspection,4447.62,EUR,RCR,Cancelled,73,PartA,0,0,ocXEFucneGjH9jBu0 zv23fXynx  N,2025-08-31 11:35:29,4.0
60345c80-d120-49e7-91db-1678ba020cd8,fcd96d64-a439-4880-9868-82bb7e96c800,2024-12-02,Maintenance,4175.39,INR,ZQC,Pending,179,,0,0,xXVg3ZwQl8I4K46wMZuLBssFbXhtOT,2025-08-31 11:35:29,3.7
7a3c1eb4-2009-4acb-90a0-653a0b6b625c,fe375ec1-9716-43bf-9573-186a2920ff98,2025-07-09,Maintenance,2598.53,EUR,PDK,InProgress,445,"PartA, PartB",0,1,VnTPOiwaNqkhQNXRBa3WYBqNlSMVg5,2025-08-31 11:35:29,1.7
e635b970-91f5-4062-8d5f-ca8db5ff1ee3,d9894567-93a3-4b78-a887-de7b6a7bf4b7,2025-04-04,Inspection,1290.87,USD,VQJ,Cancelled,410,"PartB, PartB, PartB",1,1,gMTvVvYdDsavyBLPNlnfUpkWhhsASd,2025-08-31 11:35:29,3.9
d37824df-535c-47a6-9962-527d7811bc23,5a15e517-e622-4159-8fd5-e54f90f0c662,2025-03-16,Repair,3666.75,INR,LGJ,Pending,379,,0,0,Jwz2THQ6t01S9cDoQTuQPBJfAQSYyh,2025-08-31 11:35:29,3.0
35625225-4f4f-4065-8a9f-657bba536700,f986d162-e8d5-4ba2-ac16-f880a25f931d,2024-10-02,Maintenance,2899.3,EUR,PRG,Cancelled,277,PartC,1,0,07RWRD EOdyksH3NG9iRzgriTS0W W,2025-08-31 11:35:29,4.1
e72a820f-5c5b-4891-add8-ba97b654e0ee,beec5e9c-3b7e-4ea4-bcc1-98bfa6b24075,2025-07-07,Repair,732.05,USD,ONR,Completed,475,"PartC, PartB",0,1,3iVGngALJUPhA2fbJX5UgcnAKk4wn2,2025-08-31 11:35:29,1.6
10be5701-183d-4902-a2cb-4810e2e459da,acca8f16-eb80-4aa5-bacc-25539491a209,2025-02-10,Installation,1972.67,INR,RZR,Cancelled,65,"PartC, PartA, PartC",1,0,wNrO3SnN6tes7vkfNaSOsBhsDO1uK5,2025-08-31 11:35:29,4.1
7fa76d33-482a-411a-a266-541cee63a12b,7ac270d0-0108-47c8-adf0-2864a5f3f9d2,2025-05-04,Inspection,4635.51,EUR,WSN,InProgress,348,,1,1,s01AuOM96ho8G5nijTztQju2SLVthk,2025-08-31 11:35:29,4.7
640f8249-0580-43df-a2c6-4de825bf2e5e,c52ed135-33cf-4e63-9297-f492d2f2900a,2025-07-23,Maintenance,1938.11,EUR,RKR,Cancelled,216,"PartC, PartC, PartD",0,0,9QInsLIc 7Monv0dDCRQ35Q5qC5RGh,2025-08-31 11:35:29,1.1
0c4266dc-ec77-425e-83e6-983dccd59eb5,fb83d1f8-1ac0-487b-84e6-3cabbfc01e40,2024-11-14,Inspection,651.94,INR,VQJ,InProgress,461,"PartB, PartD, PartA",0,0,Xh52bwfF PCj5KAc1B4RZDKSEwPjc3,2025-08-31 11:35:29,3.6
d96af6d6-9c3f-4bf1-9535-82aa5980b170,21507654-4d61-44f0-b36f-94978e50dfff,2024-10-02,Maintenance,1170.59,INR,TPL,Pending,46,PartA,0,0,mQyJOJbp8sveIW1PmRrVBWALZbrtRT,2025-08-31 11:35:29,1.5
4f52347f-bb10-47d5-bcde-baf0e1630d4a,559fd7c1-10bf-4f2e-a860-f0ce7dc4e80c,2025-06-11,Maintenance,2094.35,USD,HRS,InProgress,97,"PartD, PartA",0,1,MqGLTqvDz1dvbKZ8YTDTtmKgb3OLL0,2025-08-31 11:35:29,2.3
07aa4eed-8a0d-46aa-bfa5-fc9f12bacde3,1d7478db-6444-4228-ba47-f06f5cc12c55,2025-05-22,Installation,1741.22,EUR,FPL,Cancelled,327,"PartD, PartA",1,0,c9uop2TuozbF FpRvRujqR3X 49Ko1,2025-08-31 11:35:29,4.0
99438bcd-39a5-4522-b505-896e1cbac0d2,e8f107ba-f01f-4ee1-9e95-062dd8f4e83a,2025-03-18,Inspection,3695.98,USD,OLO,InProgress,420,PartB,1,1,6YruzSTEzR5AcbZ6y9VPSXGPDFPy2L,2025-08-31 11:35:29,3.9
7de3edb3-a346-412b-918b-04f46658bb74,07a3147f-9287-48fb-a828-de00e944612f,2025-07-21,Inspection,2523.78,USD,JSI,Pending,64,"PartB, PartB",0,0,qXspVBuPlFKqIuxj1aaRf uQ3Ji214,2025-08-31 11:35:29,4.1
718b7395-7dc5-4278-9db2-b9bc4d979948,7f6e2840-8241-44a2-b88f-04b48024f26d,2025-05-01,Inspection,3149.7,EUR,WYI,InProgress,354,,0,1,mrE5oN1fuEvvRTHWQ0vBw96E9CPpMC,2025-08-31 11:35:29,3.9
7a6018e1-3175-4d01-906b-7355be8aa1b6,88a5d14c-5f62-422f-abb8-ad170867e18b,2024-12-08,Repair,1313.9,EUR,NEI,Pending,432,PartD,1,1,oZPeHTGmnfAoQEo IpNaOB G6OMCsM,2025-08-31 11:35:29,3.5
52ec214b-0ccb-4288-9a29-ae4ca50c1c45,09ae9858-2026-424c-a839-54348779ecc9,2025-04-25,Inspection,4456.45,EUR,GDW,InProgress,131,"PartB, PartA",1,1,RNZ9wFXEWYqcp 1meXQdXy4VsE5Tfa,2025-08-31 11:35:29,4.4
9c555d6e-1104-4aa4-a3ea-4ea305822700,43996e43-e7b3-44a0-90cd-bf88604bc744,2024-11-29,Installation,1700.57,EUR,XGT,Completed,308,PartA,1,0,O9BLj9DyX6yfjEksB UnRdIe83Qg0Y,2025-08-31 11:35:29,1.7
57b8d400-aefb-4ccf-b886-c11a37d39a3b,29cfaebe-a369-4173-a384-4d3e54d67017,2025-06-28,Maintenance,4660.1,USD,ZGV,InProgress,75,"PartB, PartD",1,1,vrv2VyvC6LToMRxEDvYA0mqrIECPu4,2025-08-31 11:35:29,4.9
7cbf51f6-fb02-4618-ac14-79821b3b8af5,b9e95acf-8108-467c-8aa4-e3d6bdfa442e,2025-01-17,Inspection,1506.77,USD,JCC,Pending,186,"PartD, PartA, PartD",0,0,5AayyCeoiYVJkYsgl6MHegeuIgJnKs,2025-08-31 11:35:29,2.2
3dec1af7-a3b2-412d-b662-3e2d0061e2e4,3f2098d4-10b7-4510-96b2-9d31496015f9,2025-02-08,Maintenance,3179.13,INR,DXZ,InProgress,358,PartB,1,1,7rT IDOeFKJ999474HsXZCtQVDzhJd,2025-08-31 11:35:29,2.5
7712dd4b-6737-4ca9-996a-93a27c54c29c,2b3d5c3c-c29e-4a34-9ca9-6a734d2c4dc9,2024-12-21,Repair,3813.06,USD,CHA,Cancelled,133,,1,0,4KR2GfxSrZhd8FwyOSBIy1dnCyjPyE,2025-08-31 11:35:29,2.0
10a007f2-390b-484a-a0e6-577f21a9fcf0,c8a5b921-ca74-4b02-91aa-62da73e767ff,2025-07-29,Maintenance,1067.94,EUR,AKA,InProgress,101,"PartA, PartC",1,1,h8g9YFrXMQ00Z28 ZqO8BZa7ZJZdR4,2025-08-31 11:35:29,2.6
b50e4f33-51d1-47e0-81d0-8fd8b9569a95,f6a43105-5392-41eb-bcf6-8dbb076be69b,2025-03-07,Installation,3887.78,USD,NTD,Cancelled,156,"PartB, PartA",0,0,ZrXkylNglUYVe9suXvxWhnzLc9uAVt,2025-08-31 11:35:29,4.2
b98dd988-6bb9-4502-9e33-b4d0a6172d98,566589b7-743d-4f25-918b-b9b024cc4496,2024-12-10,Maintenance,677.64,EUR,BSO,Pending,58,,1,1,vYwcbx0ADlB2x6nmeOkQveWc1Uf22G,2025-08-31 11:35:29,2.5
b510008c-8ac3-4c3f-bb3c-27afc1e77d64,692bf25a-fa8a-441e-82a2-68cbc5547b5f,2025-05-28,Maintenance,3849.14,USD,RJH,Completed,162,,1,0,cTp9fymwEjCXO6K8lf xrRzuhY3ZO7,2025-08-31 11:35:29,3.9
d4d844bb-9b6c-4cbb-a752-1ea7337fbfe8,d15c3159-dc54-45de-9b63-7bfa36dfa755,2024-09-27,Maintenance,3338.81,EUR,FLY,Cancelled,351,"PartA, PartA, PartD",1,0,dNDOPBMT3A7BSOnrPIQXBc4Ib99vxN,2025-08-31 11:35:29,2.5
e22f84d9-8c8b-48d3-9da2-f7c64ec90214,b7314f4b-c544-4d7f-9dd1-0f5ec4a3f091,2025-06-29,Repair,2938.48,USD,CMM,Pending,328,"PartC, PartA, PartA",0,1,oKhaSePV viwH0sthfJgXUrpTUJESw,2025-08-31 11:35:29,1.1
0f588494-2032-4d32-9949-5a0f7dd2a584,ede8e45c-21bb-4c8a-98d8-4818b90d6153,2024-10-01,Maintenance,3128.33,USD,BLR,Pending,405,"PartA, PartC, PartC",0,1,8vGKV rGPpeFQcW0aLWY5adpB16398,2025-08-31 11:35:29,1.7
2253e3f7-fc5b-4223-9ea5-75bfb626db10,646d9ba3-1dfa-4afc-8a70-1f2b23ff7927,2025-08-17,Installation,3662.75,EUR,TLJ,Completed,204,"PartD, PartB, PartB",1,0,q dwflVKsM3NmszSZyrKVK7aiaAkbY,2025-08-31 11:35:29,4.1
04beffa1-625f-4422-88ae-ca75ab9a14dd,e7e7bd84-37cd-401b-acb1-7ed8ba98b55e,2025-03-06,Installation,1533.69,EUR,FLF,Completed,252,"PartD, PartD",0,1,XxC1V3qBLMbgY6y1o4FnIOWAzkQHCM,2025-08-31 11:35:29,2.1
108c007d-fe3d-4dc1-9b4e-6573002b6335,68fbda75-947b-4470-a822-6d33ea5162c1,2025-08-01,Maintenance,1669.77,USD,ZXY,Cancelled,413,PartB,0,1,35W8QCguHayCIcEmXe1Cbf4TwRaPAc,2025-08-31 11:35:29,2.2
722045f4-9bbe-4a9c-8dc4-7d367f78ac5e,a2499024-eeaf-4822-a09e-9bcd3b0dd0ec,2024-10-12,Inspection,4902.41,INR,FBV,Completed,171,,0,1,wbMsQLWvbeVuiYHVq8pMaw3DAQJI9U,2025-08-31 11:35:29,4.8
12dfef0d-e6ee-4d44-948f-b7ce2dfb9d71,c9504427-cf04-42e0-86d9-19e9680a031f,2024-10-20,Inspection,1845.3,INR,ILT,InProgress,257,"PartA, PartB, PartC",0,1,4y Zl6u8qKMbowHbdRgkkjrcTxaGe9,2025-08-31 11:35:29,4.1
a95a7570-603f-4035-83ed-b7810898fcd8,cc5e0bef-fa8a-4361-b1ac-545f86125f53,2025-06-10,Inspection,1370.64,INR,AJU,Pending,299,"PartD, PartA",1,0,jR ZVh N1wwUislS5f3C4HLnX6BN84,2025-08-31 11:35:29,3.8
12ab655b-863e-48c0-b50e-9c44eaad484f,b6e915ba-74e4-4282-a08e-13c3dc0736ba,2025-07-06,Repair,1991.6,USD,IKN,Cancelled,288,PartB,0,0,G5yZP1NVBB2DC2EVZuWLsQ41mhcwv7,2025-08-31 11:35:29,2.5
4071f71b-130a-4116-9738-885770b72d3c,4949cb4a-8386-445f-9773-2b9fb577a2cb,2025-04-23,Installation,3391.66,EUR,LGQ,Completed,86,,1,1,5ffT2xs4kqd6COmKPe7OJoVlwCtq95,2025-08-31 11:35:29,1.8
756ccfed-9309-42ad-b738-f0740a9fb968,72213d5a-4b44-4675-9291-a0f7bfac5a82,2025-07-20,Repair,941.83,INR,EYE,Cancelled,334,PartC,0,0,3KDxFaTLG6SNrVSQLrTyaVRK1 ay51,2025-08-31 11:35:29,2.5
69aabed0-43e3-4611-b309-e6d397584e54,c42208a8-de6c-4f1e-a4d3-2218b22897db,2024-09-21,Maintenance,1923.99,INR,GKI,Pending,363,"PartB, PartB, PartB",0,1,L6bHy0ciA8  OyWbK4e55UtywjCOWu,2025-08-31 11:35:29,2.8
f325a1ad-f180-4df0-9331-8907834d8264,54e70d19-3d09-4693-99b3-b3eb0d2bf8db,2025-01-20,Inspection,4208.92,EUR,ZFK,Completed,216,"PartD, PartB",1,1,U2ib5wGKtYOVmaxiyH37afD xQ7ZVF,2025-08-31 11:35:29,3.3
57452c73-e378-432a-8a6e-be2caadef164,faaa7c6c-f21f-48a9-bc8f-ad707ede394d,2025-07-27,Repair,516.92,USD,UVO,InProgress,150,,0,1,rraP9BJAiqWaaWSaPudWVZTEbRvoU6,2025-08-31 11:35:29,1.3
b6262127-65bc-4ebf-aa36-27c6eee01bb1,109bf474-16d3-4dd6-a883-eb67db6d5e8d,2025-04-04,Repair,4896.12,USD,CJU,Completed,159,"PartA, PartA, PartD",1,0,1ulTzVnXjCeOknrWDPvYZpRh0maOCL,2025-08-31 11:35:29,2.6
85d89aee-fb6c-4c9a-ad14-576e986322a3,008be444-60be-496b-98ea-c65a6eefa48c,2025-04-17,Maintenance,2798.5,INR,OPI,InProgress,49,PartD,1,1,usAfrY87QifAnQAkC0NGv1o5S5VWx6,2025-08-31 11:35:29,1.8
71963f46-9a4f-4070-ae26-d14225568652,977e77ee-fdaa-4f81-9ad8-09d0a66fffe5,2025-01-16,Inspection,2364.41,USD,ETV,InProgress,287,"PartA, PartA",0,0,OaMLuuSPtOUF2YroFME1ZWPKfCcE6u,2025-08-31 11:35:29,2.4
cb4cceb2-5778-423e-866d-a0a46b0f303f,ffb2904a-8551-45be-b5eb-43e25396a322,2025-04-21,Installation,2956.19,EUR,WQQ,Cancelled,82,"PartB, PartA, PartB",0,0,fxRRJlhrntE3gjWakLlZo6iiWuIIkk,2025-08-31 11:35:29,4.2
6cac7f21-b283-4105-a6b1-5ed8b19aacd2,1ed0e341-0617-4d5e-a102-e299c61ca173,2024-09-01,Inspection,2197.83,USD,INJ,Cancelled,460,"PartB, PartA",0,1,NagAfy3WJAsgmLsMW7N2hbGWwTHQg2,2025-08-31 11:35:29,2.7
794a4188-cdf6-4895-b898-42c5ccd3b6b9,922e4fbf-fef6-4450-ae2a-c81b1151cee7,2025-04-03,Installation,3457.25,INR,IGW,Pending,462,PartC,0,1,bUm3 19csyZL9eUOZx3rUDblZOdO4U,2025-08-31 11:35:29,2.5
6dc691e0-7833-4ee5-9f95-4d5b2b3fe8ae,8fea6e43-63ed-46db-b734-60a9898764de,2024-11-01,Installation,1122.45,USD,SUO,Completed,180,"PartB, PartC, PartD",1,1,4CTIw4zdyJTxrp9fA9Esoz4YBP VNO,2025-08-31 11:35:29,3.0
6c14f445-975b-4ff6-870a-e6da0a149627,adc91936-f880-45c3-8ef5-86316e27ee85,2024-09-03,Installation,713.83,INR,CAR,Cancelled,160,"PartA, PartC, PartB",1,0,JX29mbaJYoFc4e7tj08D0z7GWyeLec,2025-08-31 11:35:29,2.8
74b394a5-f463-4c83-8ea1-96195d2ec754,509a9ec5-a8e1-471c-a4d2-20b929137206,2025-05-05,Installation,797.73,INR,JWL,Pending,239,"PartB, PartD",1,0,IpwI94NdawRecmCu87rOgTbu6bxhzA,2025-08-31 11:35:29,4.4
f5666d28-42cd-4383-9c4b-17172af630d3,b9309f0c-0ee6-47a8-af22-aba4448bdf4e,2025-07-28,Repair,3090.68,INR,XUO,InProgress,455,PartC,1,0,m6ggTVGv15FZ8pNivXbw1esp1SPiOS,2025-08-31 11:35:29,3.5
9db7f56a-8462-4b9e-8831-47ce7164aa86,3595a50c-c744-44b8-8ef6-f576acb0f11e,2025-03-06,Inspection,3584.26,INR,NCY,Pending,95,PartC,1,0,FVBhbBQxVr4XTvpCNXGY8WFxROTz6P,2025-08-31 11:35:29,2.5
8654f431-b972-4635-af2a-165b04f49c3a,678f68e4-d2a6-4f40-a890-24b68c77f05a,2025-07-21,Installation,3491.31,USD,GQH,Pending,89,PartA,1,0,XT1mpAvuRkpSJbzS8KNil2qiDN vxE,2025-08-31 11:35:29,2.0
99db833e-4903-4a5e-b8e5-7d57b0068ef4,7867d997-14aa-4cfa-bada-84786c1e5bd5,2024-11-08,Repair,2677.94,EUR,ZUA,Completed,211,"PartD, PartC, PartA",1,1,jHbgGZQG0AmgSDzosjRCQl87Nys3ax,2025-08-31 11:35:29,2.9
0b616c7c-f792-4da6-b954-9ca3d0efdcdb,3afcfe1e-4690-4ba7-889c-3f14f83c2693,2024-12-05,Inspection,2837.23,EUR,KEM,Completed,143,PartC,1,0,hbcuhTBius6oE6p71 2FhytVRfVV4k,2025-08-31 11:35:29,4.2
cf098ab9-f1e1-4c84-9473-69ca7a6a5422,25cd8315-e2c0-4562-8a18-c3660ad2e83a,2024-12-09,Maintenance,719.21,EUR,INM,Cancelled,110,PartD,1,1,U8u6R6y2kRKN3wx5zRZp3ddjZb60Hh,2025-08-31 11:35:29,4.3
8f5d6ec3-7730-448c-a8f7-0030c398b07d,ffb8ca30-8870-4c2c-a941-3e67f237d869,2025-08-07,Maintenance,1170.21,INR,YVV,Pending,447,"PartB, PartB",0,0,D8HfIzYFFqGVoRJS0Tmc2PyvDcVJnc,2025-08-31 11:35:29,4.4
250736d0-0de3-4a09-9b88-f5a06c553314,77ae1d0b-c627-4964-8e52-bd182b9f27c4,2024-12-05,Maintenance,3966.37,INR,GNR,Completed,318,PartA,1,0,HFRZcElNSsIugmvlgDbzwRbjRBjYhX,2025-08-31 11:35:29,4.3
77776747-9adc-4f40-8e32-61f71dc6e6f1,eab2bb3d-5726-4ebd-af8f-e2037cc5d9ab,2024-12-31,Repair,3984.87,USD,DZN,InProgress,245,"PartD, PartD",1,0,9fC2kTzKz5APOriAatU86LX7aMGCGr,2025-08-31 11:35:29,1.8
7eaba75c-1c15-4d92-9be6-25b80f0dcd1a,12ab59f6-9a3d-4ac1-816b-bb2b7333a57b,2025-07-17,Inspection,3177.82,INR,ERB,InProgress,214,,0,0,4qyfunsKOz eflhGB9CJvXl3vdDaWY,2025-08-31 11:35:29,2.8
0c82977f-7574-4482-9c38-b6e3a9f1fee1,3987cfd9-9322-40a8-902c-e54081f78b0b,2025-04-29,Repair,3583.23,EUR,PIE,Completed,245,"PartD, PartA",0,1,IVWKcyzLSbLq8uUhfGdZAfGcE5HZQn,2025-08-31 11:35:29,3.5
575b4208-f363-4f9c-9a6d-49340b98b79b,a7ccd9a5-5347-422c-bfea-5f323bcb95a8,2024-11-01,Installation,1626.28,EUR,RKM,InProgress,235,"PartC, PartD",0,1,A39gbKaGCVl1 ODkL5i3amhkij3 92,2025-08-31 11:35:29,4.2
9ad9021f-401b-421f-97f1-62b6374cf848,60e8af93-0de9-4ee8-88f1-ec3900949746,2025-04-29,Installation,1199.79,EUR,QZP,Cancelled,369,PartC,0,0,dz3jeT5FaRwy267FEuU8H2JxaYVpVc,2025-08-31 11:35:29,3.1
ba5e666c-0903-4031-bc49-1fa38b317d2f,3eb13f56-d932-4ac2-8db4-09ab154087c9,2025-02-22,Maintenance,3164.11,USD,KHG,Pending,191,"PartA, PartD, PartA",1,0,UimKyhOl2B4HDWBA5zsXlSQ8Y7 09 ,2025-08-31 11:35:29,2.8
ea00e173-d378-4229-a5ee-cfb10c95df7e,84df3264-11d6-4342-a124-279b805436e3,2025-04-04,Repair,4048.33,EUR,VXG,Pending,376,PartD,1,1,629Sja JX2kECBbNSMyYwIaTZkTWup,2025-08-31 11:35:29,3.1
216fff6e-b2a8-478f-8585-0d8b18fe5191,2ac46c1a-30ba-4fc3-9547-684810a056a9,2024-12-02,Inspection,3762.8,USD,ABB,Cancelled,282,"PartB, PartB, PartB",0,1,HNCXiTszsofE0fStV3YfFaxoUENw9c,2025-08-31 11:35:29,3.8
8c520a98-32f5-4cbf-a1fe-facd6b969f82,e14b36b1-5e62-44b4-a2c0-e9d403d9d5c3,2025-05-25,Installation,4424.37,INR,NVT,Completed,127,,0,0,eX5xgvHhGJ04MK684ib5FVUkecb5Xz,2025-08-31 11:35:29,2.4
16c51662-82f5-4574-826c-361481479479,a832193b-64f4-4b1a-b771-a203a0dca8ed,2024-11-29,Inspection,553.01,EUR,CJB,Cancelled,126,"PartC, PartA, PartD",1,1,dN6ijO b5jvYzZ8emLow0PHhkCQShd,2025-08-31 11:35:29,2.8
69bfb95a-8b6e-4e5b-8f0f-af379c689b72,8a09ec3e-b6ed-4ffe-a535-69cc4dcae95f,2025-05-18,Repair,1126.27,EUR,RYI,InProgress,192,"PartA, PartC, PartC",1,0,MMefOq5NqLJcKAat0P54 sZsL80Df7,2025-08-31 11:35:29,2.6
27961cc7-2754-4d29-9c20-7516777704c7,54eb54d6-274c-4c91-bac3-487b0c9ca705,2024-10-01,Inspection,3410.72,INR,BCG,Cancelled,445,,0,1,Fh1yN0wSz9FObSLYVUtpaP2u1Iy0rB,2025-08-31 11:35:29,4.2
